ProductId,ReviewCount,Title,Category
B0090X8IPM,530,"Starbucks Flavored Ground Coffee, Vanilla Flavor, Velvety & Rich, Made without Artificial Flavors, Flavor Lock Packaging (11 Ounce (Pack of 6)) Velvety and Rich 11 Ounce (Pack of 6)",Grocery & Gourmet Food > Beverages > Coffee > Ground Coffee
B007Y59HVM,506,"San Francisco Bay Compostable Coffee Pods - Fog Chaser (80 Ct) K Cup Compatible including Keurig 2.0, Medium Dark Roast Fog Chaser 80 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B005ZBZLT4,506,"San Francisco Bay OneCup, Fog Chaser, 12 Single Serve Coffees (Pack of 3) Fog Chaser 12-Count (Pack of 3)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B006MONQMC,491,"VITAMIn SqUEEZE Energy Drink, Fruit Punch, 12-Ounce (Pack of 4)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Energy Drinks"
B002IEVJRY,488,"illy Ready-to-Drink Cappuccino, Authentic Italian Coffee, Made with 100% Arabica Coffee, All-Natural, No Preservatives, Hormone-Free Milk, Beet Sugar & Cocoa, 8.5 fl oz (Pack of 12) Cappuccino 8.5 Fl Oz (Pack of 12)",Grocery & Gourmet Food > Beverages > Coffee > Ready to Drink Liquid Coffee
B002YJ0118,487,"2.5oz Popcorn Machine Popcorn Packets - All-in-One Movie Theater Style Popcorn Kernels, Salt, and Oil Packs by Great Northern Popcorn (24 Case) 2.5 Ounce (Pack of 24)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Popcorn > Unpopped
B002IEZJMA,487,"illy Ready-to-Drink Caffè, Authentic Italian Coffee, Made with 100% Arabica Coffee, All-Natural, No Preservatives, Beet Sugar, 6.8 fl oz (Pack of 12) Caffe 6.8 Fl Oz (Pack of 12)",Grocery & Gourmet Food > Beverages > Coffee > Ready to Drink Liquid Coffee
B000PDY3P0,487,"4oz Popcorn Machine Popcorn Packets - All-in-One Movie Theater Style Popcorn Kernels, Salt, and Oil Packs by Great Northern Popcorn (24 Case) 4 Ounce (Pack of 24)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Popcorn > Unpopped
B000PDY3HI,487,"8oz Popcorn Machine Popcorn Packets - All-in-One Movie Theater Style Popcorn Kernels, Salt, and Oil Packs by Great Northern Popcorn (24 Case) 8 Ounce (Pack of 24)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Popcorn > Unpopped
B000PDWBKO,487,"6oz Popcorn Machine Popcorn Packets - All-in-One Movie Theater Style Popcorn Kernels, Salt, and Oil Packs by Great Northern Popcorn, 6 Ounce (Pack of 24)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Popcorn > Unpopped
B001VJ0B0I,479,"Purina Beneful Dry Dog Food, Originals With Real Beef - 15.5 lb. Bag Beef 15.5 Pound (Pack of 1)",Pet Supplies > Dogs > Food > Dry
B002LANN56,464,N/A,N/A
B007TJGY46,457,"Coffee People Jet Fuel Coffee/Turbo Caffine, Extra Bold, K-Cup Portion Pack for Keurig Brewers, 96-Count",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B006N3HZ6K,457,"Coffee People Dark Roast, Jet Fuel, K-Cup Portion Pack for Keurig Brewers 24-Count 24 Count",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B008FHUGNQ,457,N/A,N/A
B0029XLH4Y,457,"Keurig, Coffee People, Jet Fuel, K-Cup Counts,Dark Roast Coffee 50 Count",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B003CIBPN8,456,"ZICO Premium Coconut Water, Natural, 14 fl oz (Pack of 12)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Juices > Coconut Water"
B004SRH2B6,456,"Zico 100% Coconut Water Drink, 1 Liter Carton - 6 Pack, Natural Flavored - No Sugar Added, Gluten-Free - Supports Hydration with Five Naturally Occurring Electrolytes - Not From Concentrate","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Juices > Coconut Water"
B004SRFYMK,456,"ZICO Premium Coconut Water, Chocolate, 14 fl oz (Pack of 12)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Juices > Coconut Water"
B000CNB4LE,456,"ZICO Pure Premium Coconut Water, Mango, 11.2 Ounce Tetra Paks (Pack of 12)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Juices > Coconut Water"
B006N3IE6A,455,N/A,N/A
B006N3IG4K,455,N/A,N/A
B003VXFK44,455,N/A,N/A
B003VXHGDM,455,N/A,N/A
B003VXHGE6,455,N/A,N/A
B003VXHGPK,455,N/A,N/A
B003TC7WN4,455,"Wolfgang Puck Coffee, Breakfast in Bed (Medium Roast), 24-Count K-Cups for Keurig Brewers",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B004FGWU9O,455,"Wolfgang Puck Coffee, Keurig KCups for Keurig Brewers, White, Jamaican Me Crazy, 24 Count (Pack of 1) Jamaican Me Crazy 24 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B003VXL0V6,455,N/A,N/A
B0041NYV8E,452,"Gold Kili All Natural Instant Ginger & Lemon Beverage Mix, 6.72-Ounce Boxes (Pack of 6)",Grocery & Gourmet Food > Beverages > Tea > Fruit & Herbal Tea > Herbal
B000H0ZJHW,424,"Zuke’s Mini Naturals Dog Training Treats for Dogs of All Sizes, Pet Treats made with Real Chicken, 16 oz. Resealable Pouch - 16 oz. Bag","Pet Supplies > Dogs > Treats > Cookies, Biscuits & Snacks"
B000H0ZJIG,424,Zuke's Mini Naturals Training Dog Treats Peanut Butter and Oats Recipe - 16 Oz Bag Peanut Butter & Oats 1 Pound (Pack of 1),"Pet Supplies > Dogs > Treats > Cookies, Biscuits & Snacks"
B000H1217M,424,"Zuke’s Mini Naturals Soft Dog Treats for Training, Soft and Chewy Dog Training Treats with Salmon Recipe","Pet Supplies > Dogs > Treats > Cookies, Biscuits & Snacks"
B0007A0AQW,424,"Zuke’s Mini Naturals Soft And Chewy Dog Treats For Training Pouch, Natural Treat Bites With Salmon Recipe - 6 oz. Bag","Pet Supplies > Dogs > Treats > Cookies, Biscuits & Snacks"
B000BRR8VQ,424,"Zuke’s Mini Naturals Dog Training Treats for Dogs of All Sizes, Pet Treats made with Real Peanut Butter, 6 oz. Resealable Pouch - 6 oz. Bag","Pet Supplies > Dogs > Treats > Cookies, Biscuits & Snacks"
B0007A0AQM,424,"Zuke’s Mini Naturals Soft And Chewy Dog Treats For Training Pouch, Natural Treat Bites With Chicken Recipe - 6 oz. Bag","Pet Supplies > Dogs > Treats > Cookies, Biscuits & Snacks"
B003QNLUTI,413,"5-hour ENERGY Shot, Regular Strength, Grape, 1.93 Ounce 12 Count Grape 1.93 Fl Oz (Pack of 12)","Health, Household & Baby Care > Health & Household > Diet & Sports Nutrition > Endurance & Energy > Shots"
B0029ZAOW8,413,"5-hour ENERGY Shot, Regular Strength, Berry 1.93 Ounce, 12 Count Berry 1.93 Fl Oz (Pack of 12)","Health, Household & Baby Care > Health & Household > Diet & Sports Nutrition > Nutrition Bars & Drinks > Nutrition Bars"
B001AS1A4Q,413,"5 Hour Energy, Berry, 2-Ounce Bottles (Pack of 12)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Energy Drinks"
B003D4F1QS,413,"Stash Tea Decaf Premium Green Tea, Box of 100 Tea Bags (Packaging May Vary) Decaf Premium Green 100 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Tea > Green
B003D4IYSU,413,"Stash Tea Chamomile Nights Herbal Tea, Box of 100 Tea Bags (Packaging May Vary) Chamomile Nights 100 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Tea > Tea Samplers
B003D4MW38,413,"Stash Tea Peppermint Herbal Tea, Box of 100 Tea Bags Peppermint 100 Count (Pack of 1)",N/A
B003D4MYLS,413,"Stash Tea Double Bergamot Earl Grey Black Tea, Box of 100 Tea Bags Double Bergamot Earl Grey 100 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Tea > Fruit & Herbal Tea > Herbal
B000GAT6NG,389,"Nutiva, Organic Coconut Oil, 54 Fl Oz 54 Fl Oz (Pack of 1)","Grocery & Gourmet Food > Pantry Staples > Cooking & Baking > Cooking Oils, Vinegars & Sprays > Oils > Coconut"
B001E8DHPW,389,"Nutiva, Organic Coconut Oil, 15 Fl Oz 15 Fl Oz (Pack of 1)","Grocery & Gourmet Food > Pantry Staples > Cooking & Baking > Cooking Oils, Vinegars & Sprays > Oils > Coconut"
B004EAGP74,389,"Nutiva Coconut Oil Organic Extra Virgin, 54 Oz","Grocery & Gourmet Food > Pantry Staples > Cooking & Baking > Cooking Oils, Vinegars & Sprays > Oils > Coconut"
B005HG9ET0,387,"Essentia Water, Ionized and Alkaline Hydration, Mineral Infused with 9.5 pH or Higher, Electrolytes for Taste, Pure Drinking Water, 50.7 Fl Oz (Pack of 12) 4.23 Fl Oz (Pack of 12)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Water > Still Water"
B005HG9ESG,387,"Essentia Water Bottled, Ionized Alkaline Water:99.9% Pure, Infused With Electrolytes, 9.5 pH Or Higher With A Clean, Smooth Taste, 1 Litre (Pack of 12)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Water > Still Water"
B0018KLPFK,387,"Larabar Coconut Cream Pie, Gluten Free Vegan Fruit & Nut Bar, 16 Ct COCONUT CREAM PIE 16 Count (Pack of 1)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Bars > Fruit & Nut
B0018KR8V0,387,"LÄRABAR Gluten Free Bar, Key Lime Pie, 1.8 oz Bars (16 Count)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Bars > Fruit & Nut
B000ENUC3S,387,"Larabar Apple Pie, Gluten Free Vegan Fruit & Nut Bar, 1.6 oz Bars, 16 Ct Apple Pie 16 Count (Pack of 1)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Bars > Fruit & Nut
B004GW6O9E,387,"Larabar Peanut Butter Cookie, Gluten Free Vegan Fruit & Nut Bar, 16 Ct, 27.2 OZ Peanut Butter Cookie 16 Count (Pack of 1)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Bars > Fruit & Nut
B005HG9ERW,387,"Essentia Bottled Water LLC, Ionized Alkaline Water; 99.9% Pure, Infused with Electrolytes, 9.5 pH or Higher a Clean, Smooth Taste, 20 Fl Oz (Pack of 24)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Water > Still Water"
B003TNANSO,385,"KIND Nut Bars, Peanut Butter Dark Chocolate, Healthy Snacks, Good Source of Fiber, Gluten Free, 7g Protein, 12 Count Peanut Butter Dark Chocolate 12 Count (Pack of 1)",N/A
B008JKSJJ2,385,"KIND PLUS Gluten Free Bars, Cranberry Almond, 1.4 Ounce (Pack of 12) Cranberry Almond 1.4 Ounce (Pack of 12)",Grocery & Gourmet Food > Beauty & Personal Care > Makeup > Eyes > Eyelash Primers
B008JKTH2A,385,N/A,N/A
B008JKTTUA,385,"KIND PLUS Gluten Free Bars, Dark Chocolate Cherry Cashew, 1.4 Ounce (Pack of 12)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Bars > High Protein
B008JKU2CO,385,"KIND PLUS Gluten Free Bars, Peanut Butter Dark Chocolate, 1.4 Ounce (Pack of 12) Peanut Butter Dark Chocolate Frustration-Free Packaging",Grocery & Gourmet Food > Snacks & Sweets > Chocolate Candy > Candy & Chocolate Bars
B001D0DMMY,385,N/A,N/A
B001D0DMME,385,"KIND Nut Bars, Cranberry Almond, Healthy Snacks, Good Source of Fiber, Gluten Free, 5g Protein, 12 Count",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Bars > Nut Bars
B001D09KAM,385,N/A,N/A
B0051COPH6,379,N/A,N/A
B003QNJYXM,375,"5-hour ENERGY Shot, Extra Strength Berry, 1.93 Oz, 12 Count. Energy Shot Berry 12 Count (Pack of 1)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Energy Drinks"
B007I7YZJK,362,N/A,N/A
B007I7Z3Z0,362,N/A,N/A
B008J1HO4C,356,"Mccann's Steel Cut Oatmeal, 28-Ounce Tin (Pack of 4) Frustration-Free Packaging",Grocery & Gourmet Food > Breakfast Cereal > Oatmeal
B001EO5U3I,356,"McCann's Irish Oatmeal, Traditional Steel Cut, 28 Ounce (Pack of 4)",Grocery & Gourmet Food > Breakfast Cereal > Oatmeal
B001LG945O,347,"The Switch Sparkling Juice, Orange Tangerine, 8- Fl. Oz Cans (Pack of 24)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Juices > Sparkling Juice"
B001LG940E,343,"The Switch Sparkling Juice, Black Cherry, 8- Fl. Oz Cans (Pack of 24)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Juices > Sparkling Juice"
B001LGGH40,341,"The Switch Sparkling Juice, Kiwi Berry, 8- Fl. Oz Cans (Pack of 24)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Juices > Fruit Juice"
B00451WLYI,340,N/A,N/A
B003Z6W32E,340,"Starbucks VIA Ready Brew Coffee, Columbia, 3-Count Packages (Pack of 12)",Grocery & Gourmet Food > Beverages > Coffee > Instant Coffee
B003Z6ZGZK,340,N/A,N/A
B00438XVGU,340,"Starbucks VIA Ready Brew Colombia Coffee, 50-Count Colombia 50 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Coffee > Instant Coffee
B006H34CUS,335,N/A,N/A
B0034EDMLI,332,N/A,N/A
B0034EDMCW,332,"KIND Bars, Almond & Coconut, Healthy Snacks, Gluten Free, 12 Count",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Bars > Nut Bars
B0034EDM2W,332,N/A,N/A
B0034EDLS2,332,"KIND KIND Bars, Fruit & Nut, Fruit & Nut, 12 Count (Pack of 12)",Garden & Outdoor > Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Bars > High Protein
B0034EFIYC,332,"KIND Bars, Almond & Coconut",Garden & Outdoor > Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Bars > Fruit Bars
B004ZIER34,330,"Puroast Low Acid Coffee French Roast, 2-Ounce Bag (Pack of 10)",Grocery & Gourmet Food > Beverages > Coffee > Whole Coffee Beans > Roasted Coffee Beans
B000EVOSE4,326,"HARIBO Gummi Candy, Original Goldbears Gummy Bears, 5 Pound Party Size Bag, Delicious Soft & Chewy Sweet Snacks, Assorted Fruity Flavors,",Grocery & Gourmet Food > Snacks & Sweets > Candy & Chocolate > Gummy Candy
B001LGGH54,324,"The Switch Sparkling Juice, Watermelon Strawberry, 8- Fl. Oz Cans (Pack of 24)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Juices > Sparkling Juice"
B005K4Q1VI,324,"Grove Square Hot Cocoa Pods, Milk Chocolate, Single Serve (Pack of 24) (Packaging May Vary) Hot Cocoa Milk Chocolate Pods",Grocery & Gourmet Food > Beverages > Hot Chocolate & Malted Drinks > Cocoa
B005K4Q1T0,324,"Grove Square Hot Cocoa Dark Chocolate, 24 Single Serve Cups Regular Version",Grocery & Gourmet Food > Beverages > Hot Chocolate & Malted Drinks > Cocoa
B0076MLL12,324,N/A,N/A
B005K4Q68Q,324,N/A,N/A
B005K4Q4KG,324,N/A,N/A
B004CLCEDE,324,"Miracle Noodle Angel Hair Pasta - Plant Based Shirataki Noodles, Konjac Noodles, Vegan, Gluten-Free, Low Carb Pasta, Paleo, Low Calorie Noodles, Soy Free, Non-GMO, Keto Pasta Noodles - 7 Oz, 6-Pack",Grocery & Gourmet Food > Pantry Staples > Pasta & Noodles > Noodles > Shirataki
B000H7LVKY,320,"Traverse Bay Fruit Dried Cherries, 4 Pound",Grocery & Gourmet Food > Produce > Dried Fruits & Vegetables > Dried Fruits
B000UUWECC,311,"O.N.E. Coconut Water, 11.2-Ounce Aseptic Containers (Pack of 12) Natural 11.2 Fl Oz (Pack of 12)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Juices > Coconut Water"
B008ZRKZSM,310,Pb2 Powdered Peanut Butter - 6.5 Oz,Grocery & Gourmet Food > Pantry Staples > Nut & Seed Butters > Peanut Butter
B002GJ9JY6,310,Powdered Peanut Butter - 12 Pack/6.5 oz 78 Ounce (Pack of 1),Grocery & Gourmet Food > Pantry Staples > Nut & Seed Butters > Peanut Butter
B002GJ9JWS,310,"PB2 Powdered Peanut Butter,6.5 oz Peanut 6.5 Ounce (Pack of 1)",Grocery & Gourmet Food > Pantry Staples > Nut & Seed Butters > Peanut Butter
B001RVFDOO,305,N/A,N/A
B0032CJPOK,304,N/A,N/A
B0081XPTBS,303,"Earth's Best Organic Sensitive Baby Formula for Babies 0-12 Months, Reduced Lactose Powdered Infant Formula with Iron, Omega-3 DHA, and Omega-6 ARA, 21 oz Formula Container Sensitivity 21 Ounce (Pack of 1)","Health, Household & Baby Care > Baby Products > Feeding > Baby Foods > Formula > Powder Baby Formula"
B004BKLHOS,302,"Back To Nature Golden Honey Oat Grahams, 10-Ounce (Pack of 6)",Grocery & Gourmet Food > Breads & Bakery > Cookies > Oatmeal
B007PA33NY,301,"Emeril's, Keurig, Big Easy Bold Coffee, K-Cup Counts, 50 Count",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B006GA666U,301,"Emeril Big Easy Bold Coffee, Keurig Single-Serve K-Cup Pods, Dark Roast Coffee, 96 Count 1 Count (Pack of 96)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B001D0IZBM,301,N/A,N/A
B006N3I0DM,301,"Emeril's Big Easy Bold Coffee Keurig Single-Serve K-Cup Pods, Dark Roast Coffee, 24 Count 1 Count (Pack of 24)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B003XDH6M6,298,"Newman's Own Licorice Twists, Pomegranate, 5-Ounce Packages (Pack of 15)",Grocery & Gourmet Food > Snacks & Sweets > Candy & Chocolate > Licorice
B004JGQ15E,296,N/A,N/A
B005IW4WFY,295,N/A,N/A
B008RWUKXK,295,N/A,N/A
B008RWUHA6,295,N/A,N/A
B000DZFMEQ,295,"Pamela's Gluten Free Bread Mix With Yeast Packet, Multi-Purpose, Dairy Free, 11 Whole Grains, 19 Ounce (Pack of 6) Bread Mix 19 Ounce (Pack of 6)",Grocery & Gourmet Food > Pantry Staples > Cooking & Baking > Baking Mixes > Breads
B004TPKAN4,294,N/A,N/A
B004FEN3GK,293,N/A,N/A
B004U49QU2,293,"Chips Ahoy! Chewy Gooey Megafudge, 10-Ounce (Pack of 4)",Grocery & Gourmet Food > Breads & Bakery > Cookies > Chocolate
B003EM7J9Q,292,"Lowrey's Bacon Curls Microwave Pork Rinds (Chicharrones), Hot & Spicy, 1.75 Ounce",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Meat Snacks > Pork Rinds
B004YV80OE,292,"Kraft Velveeta Chicken and Broccoli Skillets Dinner Kit, 14.64-Ounce (Pack of 6)","Grocery & Gourmet Food > Pantry Staples > Canned, Jarred & Packaged Foods > Packaged Meals & Side Dishes > Macaroni & Cheese"
B003EML8PM,292,"Lowrey's Bacon Curls Microwave Pork Rinds (Chicharrones), Original, 1.75 Ounce",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Meat Snacks > Pork Rinds
B005VOOM5E,288,"Marley Coffee and Tea, White Citrus Tea Pods, 12 Count White Citrus 12 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Coffee > Whole Coffee Beans > Roasted Coffee Beans
B0061IUIDY,288,N/A,N/A
B005VOOLXM,288,"Marley Coffee, One Love Ethiopian Yirgacheffe Coffee Pods, 12 Count One Love 15 Count",Grocery & Gourmet Food > Beverages > Coffee > Whole Coffee Beans > Roasted Coffee Beans
B005VOONLW,288,"Marley Coffee, Lion's Blend Ground Coffee Portion Packs, 18 Count Lion's Blend 18 Count",Grocery & Gourmet Food > Beverages > Coffee > Whole Coffee Beans > Roasted Coffee Beans
B005VOONM6,288,"Marley Coffee & Tea Kingston City Roast, Espresso, 18-Count Kingston City Roast Espresso 18 Count",Grocery & Gourmet Food > Beverages > Tea > Fruit & Herbal Tea > Herbal
B005VOOL00,288,"Marley Coffee & Tea Kingston City Roast, Espresso, 15-Count Kingston City Roast Espresso 15 Count",Grocery & Gourmet Food > Beverages > Tea > Fruit & Herbal Tea > Herbal
B005VOOM4A,288,N/A,N/A
B0001ES9F8,288,"Senseo Coffee Pods, Medium Roast, 18 Count (Pack of 4)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B005VOOKS8,288,"Marley Coffee & Tea Mountain Roast Swiss Water, Decaf, 15-Count Mountain Roast Swiss Water Decaf 15 Count",Grocery & Gourmet Food > Beverages > Coffee > Whole Coffee Beans > Roasted Coffee Beans
B005VOONGM,288,"Marley Coffee, Talkin Blues, Jamaica Blue Mountain Ground Coffee Portion Packs, 18 Count Jamaica Blue Mountain Coffee 18 Count",Grocery & Gourmet Food > Beverages > Coffee > Whole Coffee Beans > Roasted Coffee Beans
B005VOOM2W,288,"Marley Coffee and Tea, Rooibos Citron Tea Pods, 12 Count",Grocery & Gourmet Food > Beverages > Coffee > Whole Coffee Beans > Roasted Coffee Beans
B005VOONI0,288,"Marley Coffee, Organic One Love, Ground Coffee Portion Packs, 18 Count One Love 18 Count",Grocery & Gourmet Food > Beverages > Coffee > Ground Coffee
B005VOONKI,288,"Marley Coffee & Tea Mountain Roast Swiss Water, Decaf, 18-Count Mountain Roast Swiss Water Decaf 18 Count",Grocery & Gourmet Food > Beverages > Coffee > Whole Coffee Beans > Roasted Coffee Beans
B004OAZ36I,286,N/A,N/A
B0083T5TAQ,286,N/A,N/A
B000FFIL92,285,"Numi Organic Flowering Tea Gift Set, 6 Handsewn Tea Blossoms & 16-Ounce Glass Teapot, Blooming Tea Flowers Flowering Tea Gift Set 6 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Tea > Tea Samplers
B004JRKEH4,284,"Taco Bell Bold & Creamy Chipotle Sauce (8 fl oz Bottles, Pack of 6) Chipotle 8 Fl Oz (Pack of 6)","Grocery & Gourmet Food > Pantry Staples > Sauces, Gravies & Marinades > Hot Sauce"
B0045XE32E,282,N/A,N/A
B004E4CCSQ,280,"MIO Liquid Peach Tea, 1.62-Ounce, (Pack of 4)",Grocery & Gourmet Food > Beverages > Beverage Syrups & Concentrates > Syrups
B001ELL60W,277,"Golden Malted Pancake & Waffle Flour, Original, 33-Ounce Cans (Pack of 3) (Packaging May Vary)",Grocery & Gourmet Food > Pantry Staples > Cooking & Baking > Baking Mixes > Pancakes & Waffles
B005ZBZLSU,276,"SF Bay Coffee French Roast 12 Ct Dark Roast Compostable Coffee Pods, K Cup Compatible including Keurig 2.0",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
